,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Age Group
334,335,2023-02-04,CUST335,0,47,2,4,30,120,2,"(45, 65]"
335,336,2023-12-12,CUST336,0,52,2,3,50,150,12,"(45, 65]"
336,337,2023-05-01,CUST337,1,38,1,1,500,500,5,"(35, 45]"
337,338,2023-07-26,CUST338,1,54,2,2,50,100,7,"(45, 65]"
338,339,2023-03-03,CUST339,0,22,0,2,25,50,3,"(18, 25]"
339,340,2023-10-19,CUST340,0,36,1,4,300,1200,10,"(35, 45]"
340,341,2023-05-07,CUST341,1,31,1,4,50,200,5,"(25, 35]"
341,342,2023-10-24,CUST342,0,43,1,4,500,2000,10,"(35, 45]"
342,343,2023-11-01,CUST343,1,21,0,2,25,50,11,"(18, 25]"
343,344,2023-01-21,CUST344,0,42,2,1,30,30,1,"(35, 45]"
344,345,2023-11-14,CUST345,1,62,0,1,30,30,11,"(45, 65]"
345,346,2023-02-11,CUST346,1,59,1,2,500,1000,2,"(45, 65]"
346,347,2023-08-03,CUST347,1,42,0,1,25,25,8,"(35, 45]"
347,348,2023-12-03,CUST348,0,35,0,2,300,600,12,"(25, 35]"
348,349,2023-10-26,CUST349,0,57,2,1,50,50,10,"(45, 65]"
349,350,2023-10-17,CUST350,1,25,2,3,25,75,10,"(18, 25]"
350,351,2023-09-25,CUST351,0,56,1,3,30,90,9,"(45, 65]"
351,352,2023-06-11,CUST352,1,57,0,2,500,1000,6,"(45, 65]"
352,353,2023-05-14,CUST353,1,31,0,1,500,500,5,"(25, 35]"
353,354,2023-04-15,CUST354,0,49,2,4,50,200,4,"(45, 65]"
354,355,2023-12-09,CUST355,0,55,0,1,500,500,12,"(45, 65]"
355,356,2023-06-10,CUST356,1,50,0,3,500,1500,6,"(45, 65]"
356,357,2023-05-03,CUST357,0,40,0,3,25,75,5,"(35, 45]"
357,358,2023-05-16,CUST358,0,32,2,1,300,300,5,"(25, 35]"
358,359,2023-07-22,CUST359,1,50,1,1,50,50,7,"(45, 65]"
359,360,2023-03-09,CUST360,1,42,1,4,25,100,3,"(35, 45]"
360,361,2023-12-10,CUST361,0,34,0,4,300,1200,12,"(25, 35]"
361,362,2023-11-27,CUST362,1,50,1,1,25,25,11,"(45, 65]"
362,363,2023-06-03,CUST363,1,64,2,1,25,25,6,"(45, 65]"
363,364,2023-08-23,CUST364,0,19,2,1,500,500,8,"(18, 25]"
364,365,2023-06-11,CUST365,1,31,1,1,300,300,6,"(25, 35]"
365,366,2023-02-07,CUST366,1,57,1,2,50,100,2,"(45, 65]"
366,367,2023-01-05,CUST367,0,57,0,1,50,50,1,"(45, 65]"
367,368,2023-08-23,CUST368,0,56,1,4,300,1200,8,"(45, 65]"
368,369,2023-11-15,CUST369,1,23,0,3,500,1500,11,"(18, 25]"
369,370,2023-10-16,CUST370,1,23,0,2,30,60,10,"(18, 25]"
370,371,2023-02-21,CUST371,0,20,2,1,25,25,2,"(18, 25]"
371,372,2023-02-07,CUST372,0,24,2,3,500,1500,2,"(18, 25]"
372,373,2023-10-03,CUST373,0,25,2,2,300,600,10,"(18, 25]"
373,374,2023-04-20,CUST374,0,59,2,3,25,75,4,"(45, 65]"
374,375,2023-09-17,CUST375,1,32,1,1,50,50,9,"(25, 35]"
375,376,2023-05-16,CUST376,0,64,2,1,30,30,5,"(45, 65]"
376,377,2023-03-09,CUST377,0,46,1,4,50,200,3,"(45, 65]"
377,378,2023-06-28,CUST378,1,50,2,1,300,300,6,"(45, 65]"
378,379,2023-02-05,CUST379,0,47,1,1,25,25,2,"(45, 65]"
379,380,2023-05-06,CUST380,1,56,0,2,300,600,5,"(45, 65]"
380,381,2023-07-09,CUST381,0,44,1,4,25,100,7,"(35, 45]"
381,382,2023-05-26,CUST382,0,53,1,2,500,1000,5,"(45, 65]"
382,383,2023-03-22,CUST383,0,46,2,3,30,90,3,"(45, 65]"
383,384,2023-08-13,CUST384,1,55,1,1,500,500,8,"(45, 65]"
384,385,2023-10-06,CUST385,1,50,0,3,500,1500,10,"(45, 65]"
385,386,2023-12-27,CUST386,0,54,0,2,300,600,12,"(45, 65]"
386,387,2023-06-04,CUST387,1,44,2,1,30,30,6,"(35, 45]"
387,388,2023-11-10,CUST388,1,50,0,1,25,25,11,"(45, 65]"
388,389,2023-12-01,CUST389,1,21,1,2,25,50,12,"(18, 25]"
389,390,2023-09-28,CUST390,1,39,0,2,50,100,9,"(35, 45]"
390,391,2023-01-05,CUST391,1,19,2,2,25,50,1,"(18, 25]"
391,392,2023-12-08,CUST392,1,27,1,2,300,600,12,"(25, 35]"
392,393,2023-10-11,CUST393,0,22,2,2,500,1000,10,"(18, 25]"
393,394,2023-06-03,CUST394,0,27,1,1,500,500,6,"(25, 35]"
394,395,2023-12-06,CUST395,1,50,0,2,500,1000,12,"(45, 65]"
395,396,2023-02-23,CUST396,0,55,2,1,30,30,2,"(45, 65]"
396,397,2023-03-10,CUST397,0,30,2,1,25,25,3,"(25, 35]"
397,398,2023-05-16,CUST398,0,48,1,2,300,600,5,"(45, 65]"
398,399,2023-03-01,CUST399,0,64,2,2,30,60,3,"(45, 65]"
399,400,2023-02-24,CUST400,1,53,1,4,50,200,2,"(45, 65]"
400,401,2023-10-11,CUST401,0,62,1,1,300,300,10,"(45, 65]"
401,402,2023-03-21,CUST402,0,41,1,2,300,600,3,"(35, 45]"
402,403,2023-05-20,CUST403,1,32,1,2,300,600,5,"(25, 35]"
403,404,2023-05-25,CUST404,1,46,0,2,500,1000,5,"(45, 65]"
404,405,2023-11-06,CUST405,0,25,1,4,300,1200,11,"(18, 25]"
405,406,2023-04-18,CUST406,0,22,2,4,25,100,4,"(18, 25]"
406,407,2023-06-25,CUST407,0,46,0,3,300,900,6,"(45, 65]"
407,408,2023-04-15,CUST408,0,64,2,1,500,500,4,"(45, 65]"
408,409,2023-12-18,CUST409,0,21,0,3,300,900,12,"(18, 25]"
409,410,2023-11-21,CUST410,0,29,1,2,50,100,11,"(25, 35]"
410,411,2023-05-16,CUST411,1,62,0,4,50,200,5,"(45, 65]"
411,412,2023-09-16,CUST412,0,19,0,4,500,2000,9,"(18, 25]"
412,413,2023-09-08,CUST413,0,44,2,3,25,75,9,"(35, 45]"
413,414,2023-05-09,CUST414,1,48,2,4,25,100,5,"(45, 65]"
414,415,2023-01-27,CUST415,1,53,1,2,30,60,1,"(45, 65]"
415,416,2023-02-17,CUST416,1,53,0,4,500,2000,2,"(45, 65]"
416,417,2023-11-21,CUST417,1,43,0,3,300,900,11,"(35, 45]"
417,418,2023-08-05,CUST418,0,60,0,2,500,1000,8,"(45, 65]"
418,419,2023-05-22,CUST419,0,44,1,3,30,90,5,"(35, 45]"
419,420,2023-01-23,CUST420,0,22,1,4,500,2000,1,"(18, 25]"
420,421,2023-01-02,CUST421,0,37,1,3,500,1500,1,"(35, 45]"
421,422,2023-06-20,CUST422,0,28,1,3,30,90,6,"(25, 35]"
422,423,2023-03-08,CUST423,0,27,1,1,25,25,3,"(25, 35]"
423,424,2023-11-23,CUST424,1,57,2,4,300,1200,11,"(45, 65]"
424,425,2023-05-15,CUST425,0,55,0,4,30,120,5,"(45, 65]"
425,426,2023-03-24,CUST426,1,23,0,3,50,150,3,"(18, 25]"
426,427,2023-08-15,CUST427,1,25,0,1,25,25,8,"(18, 25]"
427,428,2023-10-10,CUST428,0,40,0,4,50,200,10,"(35, 45]"
428,429,2023-12-28,CUST429,1,64,0,2,25,50,12,"(45, 65]"
429,430,2023-08-07,CUST430,0,43,0,3,300,900,8,"(35, 45]"
430,431,2023-10-15,CUST431,1,63,0,4,300,1200,10,"(45, 65]"
431,432,2023-01-05,CUST432,0,60,0,2,500,1000,1,"(45, 65]"
432,433,2023-02-27,CUST433,1,29,2,4,50,200,2,"(25, 35]"
433,434,2023-02-08,CUST434,0,43,0,2,25,50,2,"(35, 45]"
434,435,2023-12-20,CUST435,0,30,2,3,300,900,12,"(25, 35]"
435,436,2023-03-18,CUST436,0,57,1,4,30,120,3,"(45, 65]"
436,437,2023-10-07,CUST437,0,35,0,4,300,1200,10,"(25, 35]"
437,438,2023-01-19,CUST438,0,42,1,1,30,30,1,"(35, 45]"
438,439,2023-07-09,CUST439,1,50,1,3,25,75,7,"(45, 65]"
439,440,2023-10-26,CUST440,1,64,1,2,300,600,10,"(45, 65]"
440,441,2023-10-10,CUST441,1,57,2,4,300,1200,10,"(45, 65]"
441,442,2023-03-17,CUST442,0,60,1,4,25,100,3,"(45, 65]"
442,443,2023-08-09,CUST443,1,29,1,2,300,600,8,"(25, 35]"
443,444,2023-03-07,CUST444,0,61,1,3,30,90,3,"(45, 65]"
444,445,2023-01-22,CUST445,0,53,0,1,300,300,1,"(45, 65]"
445,446,2023-06-07,CUST446,1,21,0,1,50,50,6,"(18, 25]"
446,447,2023-07-06,CUST447,1,22,2,4,500,2000,7,"(18, 25]"
447,448,2023-01-21,CUST448,0,54,2,2,30,60,1,"(45, 65]"
448,449,2023-07-03,CUST449,1,25,0,4,50,200,7,"(18, 25]"
449,450,2023-04-18,CUST450,0,59,2,2,25,50,4,"(45, 65]"
450,451,2023-12-16,CUST451,0,45,0,1,30,30,12,"(35, 45]"
451,452,2023-05-08,CUST452,0,48,1,3,500,1500,5,"(45, 65]"
452,453,2023-12-08,CUST453,0,26,1,2,500,1000,12,"(25, 35]"
453,454,2023-02-22,CUST454,0,46,2,1,25,25,2,"(45, 65]"
454,455,2023-07-01,CUST455,1,31,0,4,25,100,7,"(25, 35]"
455,456,2023-10-14,CUST456,1,57,0,2,30,60,10,"(45, 65]"
456,457,2023-07-28,CUST457,0,58,2,3,300,900,7,"(45, 65]"
457,458,2023-11-14,CUST458,0,39,0,4,25,100,11,"(35, 45]"
458,459,2023-03-21,CUST459,1,28,1,4,300,1200,3,"(25, 35]"
459,460,2023-05-02,CUST460,1,40,2,1,50,50,5,"(35, 45]"
460,461,2023-03-25,CUST461,0,18,2,2,500,1000,3,
461,462,2023-04-01,CUST462,1,63,0,4,300,1200,4,"(45, 65]"
462,463,2023-07-31,CUST463,0,54,2,3,500,1500,7,"(45, 65]"
463,464,2023-01-13,CUST464,1,38,0,2,300,600,1,"(35, 45]"
464,465,2023-04-02,CUST465,0,43,0,3,50,150,4,"(35, 45]"
465,466,2023-06-20,CUST466,1,63,0,4,25,100,6,"(45, 65]"
466,467,2023-07-30,CUST467,0,53,0,3,50,150,7,"(45, 65]"
467,468,2023-12-09,CUST468,1,40,0,1,25,25,12,"(35, 45]"
468,469,2023-05-08,CUST469,1,18,2,3,25,75,5,
469,470,2023-05-17,CUST470,0,57,1,2,500,1000,5,"(45, 65]"
470,471,2023-03-23,CUST471,1,32,1,3,50,150,3,"(25, 35]"
471,472,2023-12-26,CUST472,0,38,2,3,300,900,12,"(35, 45]"
472,473,2023-02-25,CUST473,1,64,2,1,50,50,2,"(45, 65]"
473,474,2023-07-15,CUST474,0,26,1,3,500,1500,7,"(25, 35]"
474,475,2023-01-20,CUST475,1,26,1,3,25,75,1,"(25, 35]"
475,476,2023-08-29,CUST476,0,27,1,4,500,2000,8,"(25, 35]"
476,477,2023-04-24,CUST477,1,43,1,4,30,120,4,"(35, 45]"
477,478,2023-04-13,CUST478,0,58,1,2,30,60,4,"(45, 65]"
478,479,2023-08-24,CUST479,1,52,0,4,300,1200,8,"(45, 65]"
479,480,2023-06-29,CUST480,0,42,2,4,500,2000,6,"(35, 45]"
480,481,2023-06-06,CUST481,0,43,0,4,300,1200,6,"(35, 45]"
481,482,2023-04-27,CUST482,0,28,1,4,300,1200,4,"(25, 35]"
482,483,2023-04-25,CUST483,1,55,1,1,30,30,4,"(45, 65]"
483,484,2023-01-13,CUST484,0,19,1,4,300,1200,1,"(18, 25]"
484,485,2023-12-04,CUST485,1,24,0,1,30,30,12,"(18, 25]"
485,486,2023-04-09,CUST486,0,35,0,1,25,25,4,"(25, 35]"
486,487,2023-07-24,CUST487,1,44,1,4,500,2000,7,"(35, 45]"
487,488,2023-06-18,CUST488,0,51,0,3,300,900,6,"(45, 65]"
488,489,2023-05-23,CUST489,1,44,0,1,30,30,5,"(35, 45]"
489,490,2023-02-05,CUST490,1,34,1,3,50,150,2,"(25, 35]"
490,491,2023-05-23,CUST491,0,60,0,3,300,900,5,"(45, 65]"
491,492,2023-06-29,CUST492,1,61,2,4,25,100,6,"(45, 65]"
492,493,2023-11-25,CUST493,1,41,2,2,25,50,11,"(35, 45]"
493,494,2023-09-18,CUST494,0,42,2,4,50,200,9,"(35, 45]"
494,495,2023-07-24,CUST495,1,24,2,2,30,60,7,"(18, 25]"
495,496,2023-12-14,CUST496,1,23,1,2,300,600,12,"(18, 25]"
496,497,2023-10-02,CUST497,1,41,1,4,30,120,10,"(35, 45]"
497,498,2023-06-19,CUST498,0,50,1,4,25,100,6,"(45, 65]"
498,499,2023-01-15,CUST499,1,46,2,2,30,60,1,"(45, 65]"
499,500,2023-03-01,CUST500,0,60,2,4,25,100,3,"(45, 65]"
500,501,2023-05-14,CUST501,1,39,0,2,30,60,5,"(35, 45]"
501,502,2023-04-02,CUST502,1,43,0,3,50,150,4,"(35, 45]"
502,503,2023-10-25,CUST503,1,45,2,4,500,2000,10,"(35, 45]"
503,504,2023-05-16,CUST504,0,38,2,3,50,150,5,"(35, 45]"
504,505,2023-01-20,CUST505,1,24,2,1,50,50,1,"(18, 25]"
505,506,2023-02-25,CUST506,1,34,2,3,500,1500,2,"(25, 35]"
506,507,2023-11-02,CUST507,0,37,0,3,500,1500,11,"(35, 45]"
507,508,2023-08-11,CUST508,1,58,2,2,300,600,8,"(45, 65]"
508,509,2023-06-26,CUST509,0,37,0,3,300,900,6,"(35, 45]"
509,510,2023-06-10,CUST510,0,39,2,4,50,200,6,"(35, 45]"
510,511,2023-08-12,CUST511,1,45,2,2,50,100,8,"(35, 45]"
511,512,2023-11-07,CUST512,0,57,2,1,25,25,11,"(45, 65]"
512,513,2023-09-19,CUST513,1,24,0,4,25,100,9,"(18, 25]"
513,514,2023-03-01,CUST514,0,18,0,1,300,300,3,
514,515,2023-07-17,CUST515,0,49,1,3,300,900,7,"(45, 65]"
515,516,2023-10-23,CUST516,1,30,2,4,25,100,10,"(25, 35]"
516,517,2023-04-08,CUST517,0,47,1,4,25,100,4,"(45, 65]"
517,518,2023-05-11,CUST518,0,40,1,1,30,30,5,"(35, 45]"
518,519,2023-01-23,CUST519,0,36,0,4,30,120,1,"(35, 45]"
519,520,2023-12-29,CUST520,0,49,0,4,25,100,12,"(45, 65]"
520,521,2023-08-12,CUST521,0,47,1,4,30,120,8,"(45, 65]"
521,522,2023-01-01,CUST522,1,46,2,3,500,1500,1,"(45, 65]"
522,523,2023-09-24,CUST523,0,62,0,1,300,300,9,"(45, 65]"
523,524,2023-10-03,CUST524,1,46,2,4,300,1200,10,"(45, 65]"
524,525,2023-12-18,CUST525,0,47,2,2,25,50,12,"(45, 65]"
525,526,2023-12-10,CUST526,1,33,1,2,50,100,12,"(25, 35]"
526,527,2023-04-11,CUST527,1,57,1,2,25,50,4,"(45, 65]"
527,528,2023-07-06,CUST528,0,36,1,2,30,60,7,"(35, 45]"
528,529,2023-08-09,CUST529,0,35,1,3,50,150,8,"(25, 35]"
529,530,2023-02-05,CUST530,0,18,0,4,30,120,2,
530,531,2023-12-07,CUST531,1,31,0,1,500,500,12,"(25, 35]"
531,532,2023-06-19,CUST532,0,64,1,4,30,120,6,"(45, 65]"
532,533,2023-11-16,CUST533,1,19,0,3,500,1500,11,"(18, 25]"
533,534,2023-06-10,CUST534,1,45,1,2,500,1000,6,"(35, 45]"
534,535,2023-12-06,CUST535,1,47,2,3,30,90,12,"(45, 65]"
535,536,2023-03-05,CUST536,0,55,2,4,30,120,3,"(45, 65]"
536,537,2023-06-03,CUST537,0,21,2,1,500,500,6,"(18, 25]"
537,538,2023-09-17,CUST538,1,18,1,3,50,150,9,
538,539,2023-06-08,CUST539,1,25,2,1,500,500,6,"(18, 25]"
539,540,2023-12-08,CUST540,0,46,0,3,300,900,12,"(45, 65]"
540,541,2023-07-29,CUST541,1,56,2,1,500,500,7,"(45, 65]"
541,542,2023-06-17,CUST542,0,20,2,1,50,50,6,"(18, 25]"
542,543,2023-07-26,CUST543,1,49,2,2,300,600,7,"(45, 65]"
543,544,2023-12-23,CUST544,0,27,0,1,25,25,12,"(25, 35]"
544,545,2023-06-01,CUST545,1,27,1,2,25,50,6,"(25, 35]"
545,546,2023-10-11,CUST546,0,36,0,4,50,200,10,"(35, 45]"
546,547,2023-03-07,CUST547,1,63,1,4,500,2000,3,"(45, 65]"
547,548,2023-04-09,CUST548,0,51,1,2,30,60,4,"(45, 65]"
548,549,2023-08-04,CUST549,0,50,2,2,50,100,8,"(45, 65]"
549,550,2023-12-07,CUST550,1,40,1,3,300,900,12,"(35, 45]"
550,551,2023-07-14,CUST551,1,45,0,3,300,900,7,"(35, 45]"
551,552,2023-12-13,CUST552,0,49,0,3,25,75,12,"(45, 65]"
552,553,2023-03-31,CUST553,1,24,1,4,300,1200,3,"(18, 25]"
553,554,2023-11-12,CUST554,0,46,2,3,50,150,11,"(45, 65]"
554,555,2023-10-19,CUST555,1,25,2,1,300,300,10,"(18, 25]"
555,556,2023-06-04,CUST556,0,18,0,1,50,50,6,
556,557,2023-07-27,CUST557,0,20,2,3,30,90,7,"(18, 25]"
557,558,2023-10-08,CUST558,0,41,1,1,25,25,10,"(35, 45]"
558,559,2023-01-01,CUST559,0,40,1,4,300,1200,1,"(35, 45]"
559,560,2023-06-05,CUST560,0,25,0,1,50,50,6,"(18, 25]"
560,561,2023-05-27,CUST561,0,64,1,4,500,2000,5,"(45, 65]"
561,562,2023-04-18,CUST562,1,54,0,2,25,50,4,"(45, 65]"
562,563,2023-08-09,CUST563,1,20,1,2,30,60,8,"(18, 25]"
563,564,2023-10-24,CUST564,1,50,0,2,50,100,10,"(45, 65]"
564,565,2023-11-07,CUST565,0,45,2,2,30,60,11,"(35, 45]"
565,566,2023-12-02,CUST566,0,64,1,1,30,30,12,"(45, 65]"
566,567,2023-06-14,CUST567,0,25,1,3,300,900,6,"(18, 25]"
567,568,2023-08-27,CUST568,0,51,0,1,300,300,8,"(45, 65]"
568,569,2023-08-15,CUST569,1,52,0,4,50,200,8,"(45, 65]"
569,570,2023-08-15,CUST570,1,49,1,1,500,500,8,"(45, 65]"
570,571,2023-12-12,CUST571,0,41,0,1,50,50,12,"(35, 45]"
571,572,2023-04-20,CUST572,1,31,1,4,500,2000,4,"(25, 35]"
572,573,2023-09-19,CUST573,1,49,2,2,30,60,9,"(45, 65]"
573,574,2023-08-31,CUST574,0,63,0,2,25,50,8,"(45, 65]"
574,575,2023-03-28,CUST575,1,60,1,2,50,100,3,"(45, 65]"
575,576,2023-12-04,CUST576,0,33,2,3,50,150,12,"(25, 35]"
576,577,2023-02-13,CUST577,1,21,2,4,500,2000,2,"(18, 25]"
577,578,2023-05-26,CUST578,0,54,1,4,30,120,5,"(45, 65]"
578,579,2023-09-21,CUST579,0,38,0,1,30,30,9,"(35, 45]"
579,580,2023-12-06,CUST580,0,31,1,3,500,1500,12,"(25, 35]"
580,581,2023-11-21,CUST581,0,48,2,2,30,60,11,"(45, 65]"
581,582,2023-11-14,CUST582,1,35,1,3,300,900,11,"(25, 35]"
582,583,2023-06-21,CUST583,0,24,0,4,25,100,6,"(18, 25]"
583,584,2023-02-17,CUST584,0,27,2,4,50,200,2,"(25, 35]"
584,585,2023-05-01,CUST585,0,24,1,1,25,25,5,"(18, 25]"
585,586,2023-12-11,CUST586,1,50,0,1,50,50,12,"(45, 65]"
586,587,2023-06-08,CUST587,0,40,2,4,300,1200,6,"(35, 45]"
587,588,2023-04-26,CUST588,1,38,0,2,30,60,4,"(35, 45]"
588,589,2023-04-12,CUST589,0,36,2,2,500,1000,4,"(35, 45]"
589,590,2023-03-17,CUST590,1,36,1,3,300,900,3,"(35, 45]"
590,591,2023-01-13,CUST591,1,53,0,4,25,100,1,"(45, 65]"
591,592,2023-01-24,CUST592,0,46,2,4,500,2000,1,"(45, 65]"
592,593,2023-05-06,CUST593,1,35,0,2,30,60,5,"(25, 35]"
593,594,2023-09-01,CUST594,0,19,0,2,300,600,9,"(18, 25]"
594,595,2023-11-09,CUST595,0,18,1,4,500,2000,11,
595,596,2023-02-07,CUST596,0,64,0,1,300,300,2,"(45, 65]"
596,597,2023-08-22,CUST597,1,22,2,4,300,1200,8,"(18, 25]"
597,598,2023-08-01,CUST598,1,37,2,4,30,120,8,"(35, 45]"
598,599,2023-11-19,CUST599,0,28,2,2,50,100,11,"(25, 35]"
599,600,2023-10-22,CUST600,0,59,2,2,500,1000,10,"(45, 65]"
600,601,2023-04-10,CUST601,1,19,1,1,30,30,4,"(18, 25]"
601,602,2023-12-23,CUST602,0,20,0,1,300,300,12,"(18, 25]"
602,603,2023-07-16,CUST603,0,40,1,3,30,90,7,"(35, 45]"
603,604,2023-09-11,CUST604,0,29,0,4,50,200,9,"(25, 35]"
604,605,2023-07-24,CUST605,1,37,0,2,500,1000,7,"(35, 45]"
605,606,2023-05-05,CUST606,1,22,0,1,50,50,5,"(18, 25]"
606,607,2023-03-17,CUST607,1,54,1,3,25,75,3,"(45, 65]"
607,608,2023-12-02,CUST608,0,55,0,3,500,1500,12,"(45, 65]"
608,609,2023-12-19,CUST609,0,47,1,2,50,100,12,"(45, 65]"
609,610,2023-01-03,CUST610,0,26,2,2,300,600,1,"(25, 35]"
610,611,2023-02-24,CUST611,1,51,2,3,500,1500,2,"(45, 65]"
611,612,2023-08-06,CUST612,0,61,0,1,500,500,8,"(45, 65]"
612,613,2023-04-23,CUST613,0,52,1,3,30,90,4,"(45, 65]"
613,614,2023-04-01,CUST614,0,39,2,4,300,1200,4,"(35, 45]"
614,615,2023-12-23,CUST615,0,61,1,4,25,100,12,"(45, 65]"
615,616,2023-09-23,CUST616,1,41,1,2,50,100,9,"(35, 45]"
616,617,2023-08-26,CUST617,1,34,0,1,30,30,8,"(25, 35]"
617,618,2023-01-26,CUST618,0,27,2,1,50,50,1,"(25, 35]"
618,619,2023-10-13,CUST619,1,47,0,4,25,100,10,"(45, 65]"
619,620,2023-05-08,CUST620,1,63,0,3,25,75,5,"(45, 65]"
620,621,2023-03-04,CUST621,0,40,2,2,500,1000,3,"(35, 45]"
621,622,2023-08-22,CUST622,0,49,2,3,25,75,8,"(45, 65]"
622,623,2023-03-10,CUST623,1,34,1,3,50,150,3,"(25, 35]"
623,624,2023-08-26,CUST624,0,34,2,3,300,900,8,"(25, 35]"
624,625,2023-12-08,CUST625,1,31,1,1,300,300,12,"(25, 35]"
625,626,2023-09-29,CUST626,0,26,1,4,500,2000,9,"(25, 35]"
626,627,2023-10-14,CUST627,1,57,1,1,50,50,10,"(45, 65]"
627,628,2023-11-01,CUST628,0,19,2,4,50,200,11,"(18, 25]"
628,629,2023-06-12,CUST629,1,62,0,2,25,50,6,"(45, 65]"
629,630,2023-08-15,CUST630,1,42,1,2,50,100,8,"(35, 45]"
630,631,2023-11-10,CUST631,1,56,0,3,30,90,11,"(45, 65]"
631,632,2023-09-16,CUST632,0,26,0,4,25,100,9,"(25, 35]"
632,633,2023-08-07,CUST633,1,39,2,4,30,120,8,"(35, 45]"
633,634,2023-10-08,CUST634,1,60,0,4,500,2000,10,"(45, 65]"
634,635,2023-08-17,CUST635,0,63,0,3,300,900,8,"(45, 65]"
635,636,2023-03-23,CUST636,0,21,2,3,500,1500,3,"(18, 25]"
636,637,2023-09-01,CUST637,1,43,1,2,300,600,9,"(35, 45]"
637,638,2023-08-19,CUST638,1,46,0,1,500,500,8,"(45, 65]"
638,639,2023-05-13,CUST639,0,62,2,4,50,200,5,"(45, 65]"
639,640,2023-05-07,CUST640,0,51,0,4,30,120,5,"(45, 65]"
640,641,2023-11-23,CUST641,0,40,0,1,300,300,11,"(35, 45]"
641,642,2023-05-22,CUST642,0,54,1,4,25,100,5,"(45, 65]"
642,643,2023-09-24,CUST643,0,28,0,3,30,90,9,"(25, 35]"
643,644,2023-09-06,CUST644,1,23,2,3,25,75,9,"(18, 25]"
644,645,2023-11-17,CUST645,0,35,0,4,30,120,11,"(25, 35]"
645,646,2023-05-03,CUST646,1,38,1,3,30,90,5,"(35, 45]"
646,647,2023-05-21,CUST647,1,59,1,3,500,1500,5,"(45, 65]"
647,648,2023-08-14,CUST648,1,53,2,4,300,1200,8,"(45, 65]"
648,649,2023-02-09,CUST649,0,58,1,2,300,600,2,"(45, 65]"
649,650,2024-01-01,CUST650,1,55,0,1,30,30,1,"(45, 65]"
650,651,2023-05-27,CUST651,1,51,1,3,50,150,5,"(45, 65]"
651,652,2023-05-01,CUST652,0,34,2,2,50,100,5,"(25, 35]"
652,653,2023-05-20,CUST653,1,54,1,3,25,75,5,"(45, 65]"
653,654,2023-06-21,CUST654,1,42,1,3,25,75,6,"(35, 45]"
654,655,2023-06-13,CUST655,0,55,1,1,500,500,6,"(45, 65]"
655,656,2023-10-04,CUST656,1,29,2,3,30,90,10,"(25, 35]"
656,657,2023-02-11,CUST657,1,40,1,1,25,25,2,"(35, 45]"
657,658,2023-03-12,CUST658,1,59,1,1,25,25,3,"(45, 65]"
658,659,2023-03-19,CUST659,0,39,0,1,30,30,3,"(35, 45]"
659,660,2023-04-29,CUST660,0,38,2,2,500,1000,4,"(35, 45]"
660,661,2023-07-16,CUST661,0,44,1,4,25,100,7,"(35, 45]"
661,662,2023-12-22,CUST662,1,48,2,2,500,1000,12,"(45, 65]"
662,663,2023-03-20,CUST663,1,23,1,4,300,1200,3,"(18, 25]"
663,664,2023-12-28,CUST664,0,44,1,4,500,2000,12,"(35, 45]"
664,665,2023-04-20,CUST665,1,57,1,1,50,50,4,"(45, 65]"
665,666,2023-02-02,CUST666,1,51,0,3,50,150,2,"(45, 65]"
